N°,N°ENREGISTREMENT,CODE,DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,COND,LISTE,P1,P2,OBS,LABORATOIRES DETENTEUR DE LA DECISION D'ENREGISTREMENT,PAYS DU LABORATOIRE DETENTEUR DE LA DECISION D'ENREGISTREMENT,DATE D'ENREGISTREMENT INITIAL,DATE D'ENREGISTREMENT  FINAL,TYPE,STATUT
1373,010/16 D 087/99,16 D 087,HALOPERIDOL,DISTENSOL,COMPRIME,5MG,B/30,LISTE I,HOP,OFF,,LIFEPHARMA,ITALIE,1999-11-09 00:00:00,1999-11-09 00:00:00,GE,I
1374,003/16 D 099/08,16 D 099,OLANZAPINE,ZOLAMPINE,COMPRIME,5MG,B/30,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2008-05-17 00:00:00,2008-05-17 00:00:00,GE,F
1375,003/16 D 100/08,16 D 100,OLANZAPINE,ZOLAMPINE,COMPRIME,10MG,B/30,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2008-05-17 00:00:00,2008-05-17 00:00:00,GE,F
1376,003/16 D 101/10,16 D 101,OLANZAPINE,ZOLAMPINE,COMP. ORODISPERS.,10MG,B/30,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2010-03-16 00:00:00,2010-03-16 00:00:00,GE,F
1377,034/16 D 111/08,16 D 111,ATOMOXETINE CHLORHYDRATE EXPRIME EN ATOMOXETINE,STRATTERA,GLES. GASTRO-RESIST.,"18MG** (ATOMOXETINE HYDROCHLORIDE 20,57MG)",B/28,,HOP,OFF,,LILLY S.A,ESPAGNE,2008-05-17 00:00:00,2008-05-17 00:00:00,RE,I
1378,034/16 D 113/08,16 D 113,ATOMOXETINE CHLORHYDRATE EXPRIME EN ATOMOXETINE,STRATTERA,GLES. GASTRO-RESIST.,"40MG** (ATOMOXETINE HYDROCHLORIDE 45,71MG)",B/28,,HOP,OFF,,LILLY S.A,ESPAGNE,2008-05-17 00:00:00,2008-05-17 00:00:00,RE,I
1379,045/16 D 137/09,16 D 137,ZIPRASIDONE** (SOUS FORME DE MESYLATE),ZELDOX,PDRE. ET SOLVT. SOL. INJ. IM,20MG/FL. DE PDRE.** (20MG/ML APRES RECONSTITUTION),"B/01FL. DE PDRE. + 01AMP. DE 1,2ML DE SOLVT.",,HOP,,,PFIZER PHARMA GMBH,ALLEMAGNE,2009-07-19 00:00:00,2009-07-19 00:00:00,GE,I
1380,045/16 D 138/09,16 D 138,ZIPRASIDONE** (SOUS FORME DE CHLORHYDRATE MONOHYDRATE),ZELDOX,GLES.,40MG**,B/30,,HOP,OFF,,PFIZER GMBH,ALLEMAGNE,2009-07-01 00:00:00,2009-07-01 00:00:00,RE,I
1381,045/16 D 139/09,16 D 139,ZIPRASIDONE** (SOUS FORME DE CHLORHYDRATE MONOHYDRATE),ZELDOX,GLES.,60MG**,B/30,,HOP,OFF,,PFIZER GMBH,ALLEMAGNE,2009-07-01 00:00:00,2009-07-01 00:00:00,RE,I
1382,045/16 D 140/09,16 D 140,ZIPRASIDONE** (SOUS FORME DE CHLORHYDRATE MONOHYDRATE),ZELDOX,GLES.,80MG**,B/30,,HOP,OFF,,PFIZER GMBH,ALLEMAGNE,2009-07-01 00:00:00,2009-07-01 00:00:00,RE,I
1383,267/16 F 116/08,16 F 116,S (-) NICOTINE LIBEREE,NICOTINELL,DISPOSITIF TRANSDERMIQUE  EN PATCHS,"7MG/24H  (SOIT 17,5MG DE S(-) NICOTINE TOTALE/DISPOSITIF DE 10CM2)",B/07 ET B/28,,HOP,OFF,,NOVARTIS SANTE FAMILIALE SAS France,FRANCE,2008-05-17 00:00:00,2008-05-17 00:00:00,RE,I
1384,267/16 F 117/08,16 F 117,S (-) NICOTINE LIBEREE,NICOTINELL,DISPOSITIF TRANSDERMIQUE  EN PATCHS,14MG/24H (SOIT 35MG DE S(-) NICOTINE TOTALE/DISPOSITIF DE 20CM2),B/07 ET B/28,,HOP,OFF,,NOVARTIS SANTE FAMILIALE SAS France,FRANCE,2008-05-17 00:00:00,2008-05-17 00:00:00,RE,I
1385,267/16 F 118/08,16 F 118,S (-) NICOTINE LIBEREE,NICOTINELL,DISPOSITIF TRANSDERMIQUE  EN PATCHS,"21MG/24H (SOIT 52,5MG DE S(-) NICOTINE TOTALE/DISPOSITIF DE 30CM2 )",B/07 ET B/28,,HOP,OFF,,NOVARTIS SANTE FAMILIALE SAS FRANCE,FRANCE,2008-05-17 00:00:00,2008-05-17 00:00:00,RE,I
1386,045/16 F 128/09,16 F 128,VARENICLINE** (SOUS FORME DE TARTRATE),CHAMPIX,COMPRIME PELLICULE,"0,5MG** ET 1MG**","B/25 (11COMP. A 0,5MG ET 14COMP. A 1,00MG)",LISTE I,HOP,OFF,,PFIZER LIMITED,ROYAUME UNI,2009-03-28 00:00:00,2009-03-28 00:00:00,RE,I
1387,045/16 F 129/08,16 F 129,VARENICLINE** (SOUS FORME DE TARTRATE),CHAMPIX,COMPRIME PELLICULE,1MG**,B/28 ET B/56,LISTE I,HOP,OFF,,PFIZER LIMITED,ROYAUME UNI,2009-01-06 00:00:00,2009-01-06 00:00:00,RE,I
1388,099/16 F 135/09,16 F 135,NICOTINE **  (SOUS FORME DE CATIORESINE CARBOXYLATE),NICOPASS SANS SUCRE,PASTILLE GOÛT MENTHE  FRAICHEUR ET PASTILLE GOÛT REGLISSE-MENTHE,"1,5 MG**",B/36 PASTILLES GOÛT MENTHE FRAICHEUR  -  B/36 PASTILLES GOÛT REGLISSE-MENTHE,,HOP,OFF,,PIERRE FABRE MEDICAMENT,FRANCE,2009-05-13 00:00:00,2009-05-13 00:00:00,RE,I
1389,012/17 B 003/98,17 B 003,CROMOGLYCATE DE SODIUM,CRODIUM,COLLYRE,0.02,F/10ML,LISTE II,HOP,OFF,,CROVIS PHILCOM,ITALIE,1999-11-16 00:00:00,1999-11-16 00:00:00,GE,I
1390,023/17 B 003/96,17 B 003,CROMOGLYCATE DE SODIUM,UNICROM,COLLYRE,0.02,FL/10,LISTE II,HOP,OFF,,UNIMED,TUNISIE,1996-10-27 00:00:00,1996-10-27 00:00:00,GE,I
1391,028/17 B 121/06,17 B 121,LODOXAMIDE,ALMIDE,COLLYRE,"0,1%",FL. COMPT. GTTES. 5ML,,HOP,OFF,,ALCON,FRANCE,2006-12-02 00:00:00,2006-12-02 00:00:00,RE,I
1392,028/17 C 006/97,17 C 006,BETAXOLOL CHLORHYDRATE,BETOPTIC,COLLYRE,0.005,FL/3ML,LISTE I,HOP,OFF,,ALCON,FRANCE,1997-05-11 00:00:00,1997-05-11 00:00:00,GE,I
1393,012/17 C 012/99,17 C 012,TIMOLOL,CROMOLOL,COLLYRE,0.0025,F/5ML,LISTE I,HOP,OFF,,CROVIS PHILCOM,ITALIE,1999-11-09 00:00:00,1999-11-09 00:00:00,GE,I
1394,024/17 C 012/99,17 C 012,TIMOLOL,TIMPTOL,COLLYRE,0.0025,FL/3ML,LISTE I,HOP,OFF,,MERCK SHARP&DHOME CHIBRET,FRANCE,1999-01-16 00:00:00,1999-01-16 00:00:00,RE,I
1395,023/17 C 012/96,17 C 012,TIMOLOL,TUNOLOL,COLLYRE,0.0025,FL/5ML,LISTE I,HOP,OFF,,UNIMED,TUNISIE,1996-10-27 00:00:00,1996-10-27 00:00:00,GE,I
1396,028/17 C 013/98,17 C 013,TIMOLOL,TIMOLOL ALCON,COLLYRE,0.005,FL/5ML,LISTE I,HOP,OFF,,ALCON,FRANCE,1998-01-26 00:00:00,1998-01-26 00:00:00,GE,I
1397,024/17 C 013/99,17 C 013,TIMOLOL,TIMPTOL,COLLYRE,0.005,FL/3 ML,LISTE I,HOP,OFF,,MERCK SHARP&DHOME CHIBRET,FRANCE,1999-01-16 00:00:00,1999-01-16 00:00:00,RE,I
1398,023/17 C 013/96,17 C 013,TIMOLOL,TUNOLOL,COLLYRE,0.005,FL/5ML,LISTE I,HOP,OFF,,UNIMED,TUNISIE,1996-10-27 00:00:00,1996-10-27 00:00:00,GE,I
1399,023/17 C 116/01,17 C 116,PILOCARPINE/TIMOLOL,PILOLOL,COLLYRE,"1G/0,5G",FL/5ML,LISTE I,HOP,OFF,,UNIMED,TUNISIE,2001-01-24 00:00:00,2001-01-24 00:00:00,GE,I
1400,028/17 C 139/05,17 C 139,TRAVOPROST,TRAVATAN,COLLYRE EN SOLUTION,40µG/ML,"FL 2,5ML",LISTE I,HOP,OFF,,ALCON UK LTD,ROYAUME UNI,2005-09-28 00:00:00,2005-09-28 00:00:00,RE,I
1401,012/17 D 015/98,17 D 015,CHLORAMPHENICOL,CROPHENICOL,COLLYRE,0.004,FL/5ML,LISTE I,HOP,OFF,,CROVIS PHILCOM,ITALIE,1998-08-01 00:00:00,1998-08-01 00:00:00,GE,I
1402,012/17 D 016/99/10,17 D 016,CHLORAMPHENICOL,CROPHENICOL,PDE.OPHT.,0.01,T/5G,LISTE I,HOP,OFF,,FARMACEUTICI CROVIS PHILCOM SRL,ITALIE,1999-11-09 00:00:00,2010-03-16 00:00:00,GE,I
1403,026/17 D 018/99/06,17 D 018,COLISTIMETHATE SODIQUE/HYDROCORTISONE (ACETATE)/BACITRACINE,BACICOLINE A LA BACTRACINE,PDRE. ET SOLV. POUR COLLY.,25MUI/1G/50 000UI/1G/100ML,FL/5ML,LISTE I,HOP,OFF,,LABORATOIRE PHARMACEUTIQUE ALGERIEN (LPA),ALGERIE,1999-01-13 00:00:00,2006-07-18 00:00:00,RE,I
1404,014/17 D 020/96,17 D 020,GENTAMICINE,GENTICOL,COLLYRE,3MG/ML,FL/10 ML,LISTE I,HOP,OFF,,SIFI,ITALIE,1996-10-13 00:00:00,1996-10-13 00:00:00,GE,I
1405,023/17 D 020/96,17 D 020,GENTAMICINE** (SOUS FORME DE SULFATE),UNIGENTA,COLLYRE,3MG/ML,FL/5ML,LISTE I,HOP,OFF,,UNIMED,TUNISIE,1996-10-27 00:00:00,1996-10-27 00:00:00,GE,I
1406,012/17 D 022/99/09,17 D 022,NEOMYCINE SULFATE,NEOMYC,COLLYRE,"0,35%",FL/10 ML,LISTE II,HOP,OFF,,CROVIS PHILCOM,ITALIE,1999-11-27 00:00:00,,GE,I
1407,023/17 D 022/96,17 D 022,NEOMYCINE SULFATE,NEOMYCINE UNIMED,COLLYRE,"0,35%",FL/5ML,LISTE II,HOP,OFF,,UNIMED,TUNISIE,1996-10-27 00:00:00,1996-10-27 00:00:00,GE,I
1408,012/17 D 023/99/09,17 D 023,NEOMYCINE (SOUS FORME DE SULFATE)**,NEOMYC,COLLYRE,1%**,FL/10ML,LISTE II,HOP,OFF,,CROVIS PHILCOM,ITALIE,1999-11-09 00:00:00,2009-10-04 00:00:00,GE,I
1409,012/17 D 027/99,17 D 027,NEOMYCINE/POLYMYXINE B,NEOPOLI,COLLYRE,0.005,FL/10ML,LISTE I,HOP,OFF,,CROVIS PHILCOM,ITALIE,1999-11-27 00:00:00,1999-11-27 00:00:00,GE,I
1410,023/17 D 029/08,17 D 029,NORFLOXACINE,FLOXAMED,COLLYRE EN SOLUTION,"0,3% (3MG/ML)",FL./5ML,LISTE I,HOP,OFF,,UNIMED,TUNISIE,2008-12-23 00:00:00,2008-12-23 00:00:00,GE,I
1411,012/17 D 035/99,17 D 035,SULFACETAMIDE/CHLORAMPHENICOL,CROSULCAF,COLLYRE,"10 %/0,5%",FL/10ML,LISTE I,HOP,OFF,,CROVIS PHILCOM,ITALIE,1999-11-09 00:00:00,1999-11-09 00:00:00,GE,I
1412,003/17 D 104/08,17 D 104,ACIDE FUSIDIQUE,ACIFUDAL,GEL OPHT,0.01,T/3G,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2008-07-14 00:00:00,2008-07-14 00:00:00,GE,F
1413,028/17 D 131/09,17 D 131,CIPROFLOXACINE CHLORHYDRATE EXPRIME EN CIPROFLOXACINE,CILOXAN,COLLYRE,0.003,FL./5ML,LISTE I,HOP,OFF,,ALCON,FRANCE,2009-09-24 00:00:00,2009-09-24 00:00:00,RE,I
1414,004/17 E 037/96,17 E 037,ACIDE BORIQUE/BORATE DE SODIUM,LACRYMASEPTINE,COLLYRE,"0,180G/0,120G",B/8DOSES (FL.10ML),,HOP,OFF,,GIFRER BARBEZAT,FRANCE,1996-10-13 00:00:00,1996-10-13 00:00:00,GE,I
1415,012/17 E 041/99,17 E 041,PROPIONATE DE SODIUM,PROPIOSOD,SOL.OPHT.,0.05,FL/10ML,,HOP,OFF,,CROVIS PHILCOM,ITALIE,1999-11-16 00:00:00,1999-11-16 00:00:00,GE,I
1416,316/17 E 113/99,17 E 113,BORAX/ACIDE BORIQUE/PHENYLEPHRINE CHLORHYDRATE,BOROCLARINE,COLLYRE,"0,1G/1G/0,1G",FL/15ML,,HOP,OFF,,EUROPHTA,MONACO,1999-01-09 00:00:00,2004-12-19 00:00:00,RE,I
1417,022/17 F 130/01,17 F 130,GANCICLOVIR,VIRGAN,GEL.OPHT,"0,15%.",T/5G,LISTE I,HOP,OFF,,THEA,FRANCE,2001-12-12 00:00:00,2001-12-12 00:00:00,RE,I
1418,028/17 G 048/97,17 G 048,DEXAMETHASONE/NEOMYCINE/POLYMYXINE B,MAXIDROL,COLLYRE,100MG/350 000UI/60 0000UI/100ML,FL/3ML,LISTE I,HOP,OFF,,ALCON,FRANCE,1997-05-11 00:00:00,1997-05-11 00:00:00,RE,I
1419,012/17 G 053/99,17 G 053,PREDNISOLONE,PREDSOL,COLLYRE,0.0025,FL/5ML,LISTE I,HOP,OFF,,CROVIS PHILCOM,ITALIE,1999-11-09 00:00:00,1999-11-09 00:00:00,GE,I
1420,028/17 G 134/03,17 G 134,FLUOROMETHOLONE,FLUCON,COLLYRE,0.001,FL/3ML,LISTE I,HOP,OFF,,ALCON,FRANCE,2003-02-22 00:00:00,2003-02-22 00:00:00,RE,I
1421,028/17 G 148/09,17 G 148,RIMEXOLONE,VEXOL,COLLYRE,0.01,FL./5ML,LISTE I,HOP,OFF,,ALCON,FRANCE,2009-04-19 00:00:00,2009-04-19 00:00:00,RE,I
1422,012/17 H 055/98,17 H 055,ATROPINE,CROPINE,COLLYRE,0.0025,FL/15ML,LISTE I,HOP,OFF,,CROVIS PHILCOM,ITALIE,1998-08-01 00:00:00,1998-08-01 00:00:00,GE,I
1423,028/17 H 056/97,17 H 056,ATROPINE,ATROPINE - ALCON,COLLYRE,0.003,FL/10ML,LISTE I,HOP,OFF,,ALCON,FRANCE,1997-11-08 00:00:00,1997-11-08 00:00:00,GE,I
1424,028/17 H 057/97,17 H 057,ATROPINE,ATROPINE - ALCON,COLLYRE,0.005,FL/10ML,LISTE I,HOP,OFF,,ALCON,FRANCE,1997-11-08 00:00:00,1997-11-08 00:00:00,GE,I
1425,028/17 H 058/97,17 H 058,ATROPINE,ATROPINE - ALCON,COLLYRE,0.01,FL/10ML,LISTE I,HOP,OFF,,ALCON,FRANCE,1997-11-08 00:00:00,1997-11-08 00:00:00,GE,I
1426,028/17 H 059/97,17 H 059,CYCLOPENTOLATE,SKIACOL,COLLYRE,0.005,FL/5ML,LISTE I,HOP,OFF,,ALCON,FRANCE,1997-11-09 00:00:00,1997-11-09 00:00:00,RE,I
1427,028/17 K 071/97,17 K 071,INOSINE MONOPHOSPHATE DE SODIUM,CATACOL,COLLYRE,1MG/ML,FL/10ML,,HOP,OFF,,ALCON,FRANCE,1997-06-10 00:00:00,1997-06-10 00:00:00,RE,I
1428,068/17 K 074/98,17 K 074,LARMES ARTIFICIELLES,LARMES ARTFICIELLES MARTINET,COLLYRE,0.014,FL/10ML,,HOP,OFF,,NOVARTIS PHARMA S.A.,FRANCE,1998-12-13 00:00:00,1998-12-13 00:00:00,RE,i
1429,023/17 M 096/96,17 M 096,"SODIUM CHLORURE +TAMPON PH 7,4",LENTICLEAN,SOL. DE RINÇAGE DES LENTILLES SOUPLES,0.009,B/10 Flacons,,HOP,OFF,,UNIMED,TUNISIE,1996-10-27 00:00:00,1996-10-27 00:00:00,GE,I
1430,022/17 N 145/07,17 N 145,CARBOMERE 974P,SICCAFLUID,GEL OPHT.,"2,5MG/G",FL. COMPT. GTTES. 10G,,HOP,OFF,,THEA,FRANCE,2007-06-02 00:00:00,2007-06-02 00:00:00,RE,I
1431,316/17 N 156/07,17 N 156,CARBOMERE 980,LACRIFLUID,COLLYRE EN SOLUTION,0.0013,FL. COMPTE GTTES. DE 10G,,HOP,OFF,,EUROPHTA,MONACO,2007-12-22 00:00:00,2007-12-22 00:00:00,RE,I
1432,178/18 C 007/98,18 C 007,BETAHISTINE,ALFINOR,COMPRIME,8MG,B/100,LISTE I,HOP,OFF,,MEDOCHEMIE LTD,CHYPRE,1998-12-15 00:00:00,1998-12-15 00:00:00,GE,I
1433,031/18 C 007/97/03,18 C 007,BETAHISTINE,SERC,COMPRIME,8MG,B/100,LISTE I,HOP,OFF,,SOLVAY PHARMA,FRANCE,1997-06-22 00:00:00,2003-12-31 00:00:00,RE,I
1434,043/19 B 006/98,19 B 006,MEBENDAZOLE,BENDAZOLE,COMPRIME,100MG,B/6,LISTE II,HOP,OFF,,JORDANIAN PHARMACEUTICAL MANIFACTURING,JORDANIE,1998-02-09 00:00:00,1998-02-09 00:00:00,GE,I
1435,012/19 B 007/99,19 B 007,MEBENDAZOLE,MEBEVIS,SUSP.BUV.,20MG/ML,FL/80ML,LISTE II,HOP,OFF,,CROVIS PHILCOM,ITALIE,1999-11-09 00:00:00,1999-11-09 00:00:00,GE,I
1436,013/19 B 008/99,19 B 008,NICLOSAMIDE,NOVARMIN,COMPRIME A CROQUER,500MG,B/4,LISTE II,HOP,OFF,,NOVA ARGENTIA,ITALIE,1999-11-21 00:00:00,1999-11-21 00:00:00,GE,I
1437,099/19 C 014/99,19 C 014,CHLOROQUINE,CHLOROQUINE,COMPRIME,100MG,B/30,LISTE II,HOP,OFF,,PIERRE FABRE,FRANCE,1999-06-09 00:00:00,1999-06-09 00:00:00,GE,I
1438,016/19 C 014/96,19 C 014,CHLOROQUINE,NIVAQUINE,COMPRIME,100MG,B/20,LISTE II,HOP,OFF,,RHONE POULENC RORER,FRANCE,1996-11-10 00:00:00,1996-11-10 00:00:00,RE,I
1439,098/19 D 026/98,19 D 026,TINIDAZOLE,PROTOGYN,COMPRIME,500MG,B/4,LISTE I,HOP,OFF,,HAYAT PHARMACEUTICAL INDUSTRIES Co LTD,JORDANIE,1998-04-29 00:00:00,1998-04-29 00:00:00,GE,I
1440,035/20 A 012/97/08,20 A 012,KETOTIFENE** (SOUS FORME DE FUMARATE),TIFEN,COMPRIME,1MG,B/30,LISTE II,HOP,OFF,,PHARMALLIANCE,ALGERIE,1997-12-24 00:00:00,1997-12-24 00:00:00,GE,F
1441,003/20 A 013/98,20 A 013,KETOTIFENE,ALERFEN,SOL.BUV.,1MG/5ML,FL/125ML,LISTE II,HOP,OFF,,GROUPE SAIDAL,ALGERIE,1998-12-21 00:00:00,1998-12-21 00:00:00,GE,F
1442,035/20 A 013/97/08,20 A 013,KETOTIFENE,TIFEN,SIROP,1MG/5ML,FL/100 ML,LISTE II,HOP,OFF,,PHARMALLIANCE,ALGERIE,1997-08-16 00:00:00,2008-03-24 00:00:00,GE,F
1443,001/20 A 013/97/06,20 A 013,KETOTIFENE** (SOUS FORME DE FUMARATE),TOTINAL,SIROP,1MG/5ML,FL/100 ML,LISTE II,HOP,OFF,,HIKMA PHARMACEUTICALS,JORDANIE,1997-11-09 00:00:00,2006-03-06 00:00:00,GE,F
1444,043/20 A 015/98,20 A 015,SALBUTAMOL,ASMANORE,COMPRIME,2MG,B/30,LISTE I,HOP,OFF,,JORDANIAN PHARMACEUTICAL MANIFACTURING,JORDANIE,1998-02-09 00:00:00,1998-02-09 00:00:00,GE,I
1445,109/20 A 017/99,20 A 017,SALBUTAMOL,AEROLIN,AEROSOL,100µG/BOUFFEE,FL/400DOSES,LISTE I,HOP,OFF,,EIPICO,EGYPTE,1999-04-21 00:00:00,1999-04-21 00:00:00,GE,I
1446,262/20 A 019/98,20 A 019,SALMETEROL,SEREVENT,SUSP.INHAL.,25µG/BOUFFEE,FL/120DOSES,LISTE I,HOP,OFF,,GLAXOSMITHKLINE,FRANCE,1998-11-29 00:00:00,1998-11-29 00:00:00,RE,I
1447,002/20 A 020/98,20 A 020,TERBUTALINE (SULFATE),TERBUTALINE SULFATE,SOL .INJ.,"0,5MG/ML",B/8AMP. DE 1ML,LISTE I,HOP,OFF,,RENAUDIN,FRANCE,1998-05-23 00:00:00,1998-05-23 00:00:00,GE,I
1448,013/20 A 021/98,20 A 021,TERBUTALINE,NABUTIL,COMPRIME,"2,5MG",B/50,LISTE I,HOP,OFF,,NOVA ARGENTIA,ITALIE,1998-07-01 00:00:00,1998-07-01 00:00:00,GE,I
1449,043/20 A 021/98,20 A 021,TERBUTALINE,TALIN,COMPRIME,"2,5MG",B/30,LISTE I,HOP,OFF,,JORDANIAN PHARMACEUTICAL MANIFACTURING,JORDANIE,1998-02-09 00:00:00,1998-02-09 00:00:00,GE,I
1450,002/20 A 025/98,20 A 025,THEOPHYLLINE,THEOPHYLLINE,SOL.INJ,240MG/4ML,B/05AMP. DE 4ML,,HOP,,,RENAUDIN,FRANCE,1998-06-15 00:00:00,1998-06-15 00:00:00,GE,I
1451,043/20 A 048/99,20 A 048,TERBUTALINE,TALIN,COMPRIME A LIBERATION PROLONGEE,5MG,B/30,LISTE I,HOP,OFF,,JORDANIAN PHARMACEUTICAL MANIFACTURING,JORDANIE,1999-06-06 00:00:00,1999-06-06 00:00:00,GE,I
1452,068/20 A 089/09,20 A 089,BUDESONIDE,MEFLONIL 200,PDRE. INHAL.EN GLES. + INHALATEUR,200µG,B/60,LISTE I,HOP,OFF,,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,2009-07-01 00:00:00,2009-07-01 00:00:00,RE,I
1453,444/20 A 091/09,20 A 091,FORMOTEROL FUMARATE,BRONCOTERIL,PDRE. POUR INHAL. EN GLES. AVEC INHALATEUR.,12µG,B/60,LISTE I,HOP,OFF,,FARMANIC-CHEMI PHARMA S.A.,GRECE,2009-09-06 00:00:00,2009-09-06 00:00:00,GE,I
1454,068/20 A 238/09,20 A 238,BUDESONIDE,MEFLONIL 400,PDRE. INHAL.EN GLES. + INHALATEUR,400µG,B/60,LISTE I,HOP,OFF,,NOVARTIS PHARMA SCHWEIZ AG,SUISSE,2009-07-01 00:00:00,2009-07-01 00:00:00,RE,I
1455,013/20 B 029/98,20 B 029,CODEINE PHOSPHATE,NOVAKOD,COMPRIME,10MG,B/20,LISTE I,HOP,OFF,,NOVA ARGENTIA,ITALIE,1998-07-01 00:00:00,1998-07-01 00:00:00,GE,I
1456,003/20 B 030/97/09,20 B 030,TERPINE/EUCALYPTOL/BENZOATE DE SODIUM/GUAIFENESINE (DCI)/TEINTURE D'IPECA/CODEINE BASE,ENCOFLUIDE ADULTE,SOL.BUV.,"0,25G/0,01G/2G/0,2G/1G/0,048G/100ML",FL/180 ML,LISTE II,HOP,OFF,,GROUPE SAIDAL,ALGERIE,1997-07-12 00:00:00,2009-07-19 00:00:00,GE,F
1457,003/20 B 215/11,20 B 215,CODEINE PHOSPHATE,CODEINE BIOTIC LP,PELLETS LP EN GLES.,"28,5MG",B/20,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2011-09-20 00:00:00,2011-09-20 00:00:00,GE,F
1458,003/20 C 032/05,20 C 032,BUZEPIDE/CLOCINIZINE/PHOLCODINE,DENORAL ENFANTS,SIROP.,"0,004G/0,015G/0,040G/100ML",F/125ML,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2005-06-05 00:00:00,2005-06-05 00:00:00,GE,F
1459,003/20 C 033/05,20 C 033,BUZEPIDE/CLOCINIZINE/PHOLCODINE,DENORAL ADULTES,SIROP.,"0,006G/0,0225G/0,090G/100ML",F/125ML,LISTE I,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2005-06-05 00:00:00,2005-06-05 00:00:00,GE,F
1460,003/20 C 035/97,20 C 035,PENTOXYVERINE,PENTUSSIL,SIROP,"6,75 MG/5ML",FL/180 ML,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,1997-08-12 00:00:00,2005-09-11 00:00:00,GE,F
1461,003/20 C 061/97/09,20 C 061,EUCALYPTOL/GAIACOL GLYCOLATE D'ETHYL,CAMPHOBIOTIC NOURRISSON,SUPPO. NOURR.,"0,03G/0,03G",B/08,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,1997-01-07 00:00:00,2009-04-06 00:00:00,GE,F
1462,003/20 C 062/97/09,20 C 062,CAMPHRE/EUCALYPTOL/GAIACOL/GAIACOL GLYCOLATE D'ETHYL,CAMPHOBIOTIC ENFANT,SUPPO.,"0,04G/0,05G/0,02G/0,08G",B/08,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,1997-01-07 00:00:00,2009-12-06 00:00:00,GE,F
1463,003/20 C 063/97/11,20 C 063,CAMPHRE/GAIACOL/EUCALYPTOL/GAIACOL GLYCOLATE D'ETHYL/CREOSOTE/AMYLEINE CHLORHYDRATE,CAMPHOBIOTIC ADULTE,SUPPO. ADULTE,"0,1G/0,06G/0,05G/0,15G/0,07G/0,01G",B/08,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,1997-01-07 00:00:00,2011-05-04 00:00:00,GE,F
1464,003/20 C 100/06,20 C 100,TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS,TENOBIOTIC NOURRISSONS,SUPPO.,95MG/44MG,B/8,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2006-06-19 00:00:00,2006-06-19 00:00:00,GE,F
1465,003/20 C 117/06,20 C 117,TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS,TENOBIOTIC ADULTE,SUPPO.,285MG/110MG,B/08,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2006-06-19 00:00:00,2006-06-19 00:00:00,GE,F
1466,003/20 C 205/06,20 C 205,TENOATE DE SODIUM/HUILE ESSENTIELLE D'EUCALYPTUS,TENOBIOTIC ENFANTS,SUPPO.,190MG/75MG,B/08,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2006-06-19 00:00:00,2006-06-19 00:00:00,GE,F
1467,003/20 D 041/00,20 D 041,CARBOCYSTEINE,RHINASTINE,SIROP  ENFANT,0.02,FL/125ML,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2000-11-11 00:00:00,2000-11-11 00:00:00,GE,F
1468,003/20 D 042/00,20 D 042,CARBOCYSTEINE,RHINASTINE,SIROP ADULTE,0.05,FL/125ML,,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2000-11-11 00:00:00,2000-11-11 00:00:00,GE,F
1469,003/20 D 064/05,20 D 064,AMBROXOL (CHLORHYDRATE),AMBROBIOTIC,SIROP,0.003,FL./125ML,LISTE II,HOP,OFF,,GROUPE SAIDAL,ALGERIE,2005-06-14 00:00:00,2005-06-14 00:00:00,GE,F
1470,035/20 D 064/08,20 D 064,AMBROXOL (CHLORHYDRATE),SOLUXOL,SOL. BUV.,0.003,FL./200ML,LISTE II,HOP,OFF,,PHARMALLIANCE,ALGERIE,2008-03-24 00:00:00,2008-03-24 00:00:00,GE,F
1471,001/20 D 112/05/11,20 D 112,ERDOSTEINE,MUCOTEC,GLES.,150MG,B/20,,HOP,OFF,,HIKMA PHARMACEUTICALS,JORDANIE,2005-11-20 00:00:00,2011-10-12 00:00:00,GE,F
1472,001/20 D 113/04/11,20 D 113,ERDOSTEINE,MUCOTEC,GLES.,300MG,B/10,,HOP,OFF,,HIKMA PHARMACEUTICALS,JORDANIE,2004-08-14 00:00:00,2011-10-12 00:00:00,GE,F
